,fname,text
0,ets.com,"ets.com.  Home            Informa Markets is part of the Informa Markets Division of Informa PLC  Informa PLC ABOUT US INVESTOR RELATIONS TALENT   This site is operated by a business or businesses owned by Informa PLC and all copyright resides with them. Informa PLC's registered office is 5 Howick Place, London SW1P 1WG. Registered in England and Wales. Number 8860726.   Informa Informa         Open main menu  Close main menu  About Us Expand Collapse What We Do Expand Collapse Senior Management Team Expand Collapse Sustainability Expand Collapse Informa AllSecure Expand Collapse Informa PLC Expand Collapse  Regions Expand Collapse Markets Expand Collapse People Expand Collapse Diversity, Inclusion & Belonging Expand Collapse Supplier Diversity Portal Expand Collapse  Purpose & Principles Expand Collapse Office Locations Expand Collapse Careers Expand Collapse  Press Expand Collapse  OUR EVENTS Expand Collapse   English 简体中文 Português (Brasil) Spanish (México)           Bringing Specialist Markets to Life  Informa Markets creates platforms for industries and specialist markets to trade, innovate and grow.         ABOUT US WHAT WE DO            We Are Informa Markets Informa Markets connects buyers and sellers and supports the flow of business and trade in over a dozen specialist markets. Our platforms help businesses meet, discover products, trade and grow through major exhibitions, virtual events, online marketplaces, specialist content and data services.      What We Do  Discover more about our 450+ specialist brands         LEARN MORE      Where We Are  Connect with 3,500+ colleagues in more than 30 countries  LEARN MORE      Our Community  Find out why Informa Markets is a great place to work         LEARN MORE           Helping Specialist Markets Trade and Grow Industries and markets flourish when the right people - buyers, sellers, decision makers - are able to understand the latest trends, develop and discover new products, generate leads for their business, meet new customers and suppliers and trade. Informa Markets connects buyers and sellers, helping them innovate and grow and supporting the flow of business in over a dozen specialist international markets.  LEARN MORE LEARN MORE                        Depth in Specialist B2B Brands Our platforms deliver large-scale exhibitions, virtual events, online marketplaces, specialist content and data services. Many of our B2B brands are long-established and our live events have become not-to-be-missed gatherings, located in major hubs and on major trade routes. Across both in-person and virtual platforms, we provide opportunities for buyers and sellers to build relationships, see and show products and do business. We work in all major regions, with a significant presence in Asia, North America and the Middle East.  VIEW BRANDS VIEW BRANDS                               When People Get Together, Great Things Happen. If you’ve never felt the buzz of the show floor – it’s time! Let your customers see, feel and source products that will help elevate their business to new heights. Meet your customers and suppliers in-person, build lifelong relationships and grow your business. Nothing beats the power of face-to-face!               Contact Us Contact Us  Office Locations Office Locations  Upcoming Events Upcoming Events          CCPA: Do not sell my personal info  Home About Us Regions Markets People Press           Copyright © 2023. All rights reserved. Informa Markets, a trading division of Informa PLC.   We use cookies to help provide you with the best possible online experience. Please read our Privacy Policy and Cookie Policy for information about which cookies we use and what information we collect on our site. By continuing to use this site, you agree that we may store and access cookies on your device.  I Agree I Agree   Accessibility Privacy Policy Cookie Policy Terms of Use Visitor Terms And Conditions       "
